input,metadata,expected_output,output,FScore,Precision,Recall,LLM_Judge,LLM_Judge_reason,assertions_passed_rate,assertion.LLMJudge_pass
Ist der Zugang barrierefrei?,"{'test_idx': 156, 'turn_idx': 2, 'type': 'multi_turn'}",['Zu diesem Gebäude habe ich leider keine Informationen zur Rollstuhgerechtigkeit.'],['Ich konnte keine Informationen über die Barrierefreiheit des Gebäudes 40.29 finden.'],0.7696044445037842,0.7598746418952942,0.7795866131782532,0.5,"Both responses convey the lack of information about barrier-free access to a building, though the output refers to a specific building (40.29) not mentioned in the expected output.",0.0,False
Sind die Öffnungszeiten aktuell?,"{'test_idx': 156, 'turn_idx': 3, 'type': 'multi_turn'}",['Für dieses Gebäude kenne ich leider keine Öffnungszeiten.'],['Ich habe keine Informationen über die aktuellen Öffnungszeiten des Gebäudes 40.29.'],0.7877183556556702,0.7711793184280396,0.8049824237823486,1.0,The output correctly states the absence of information about opening hours and conveys the same meaning as the expected output.,1.0,True
Wo finde ich die Homepage von 349?,"{'test_idx': 157, 'turn_idx': 0, 'type': 'multi_turn'}",['Zu diesem Gebäude kenne ich leider keine Webseite.'],"['Die Homepage von 349 findest du unter der Adresse Spöcker Straße in Leopoldshafen. Leider habe ich keine spezifischen Informationen über die Homepage selbst, aber ich kann dir sagen, dass es sich um ein Service-Gebäude handelt.']",0.702429473400116,0.656933069229126,0.7546964883804321,0.0,The output provides incorrect information about a physical address and does not convey the expected meaning of lacking a specific website.,0.0,False
Ist der Zugang auch barrierefrei?,"{'test_idx': 157, 'turn_idx': 1, 'type': 'multi_turn'}",['Zu diesem Gebäude habe ich leider keine Informationen zur Rollstuhgerechtigkeit.'],['Leider habe ich keine Informationen über die Barrierefreiheit des Gebäudes mit der Identifikator 349.'],0.7605226039886475,0.7272708415985107,0.796960711479187,1.0,"The output conveys the same information as the expected output, stating a lack of knowledge about the barrier-free accessibility of the building.",1.0,True
Kann man das Gebäude 248 mit einem Rollstuhl erreichen?,"{'test_idx': 158, 'turn_idx': 0, 'type': 'multi_turn'}",['Zu diesem Gebäude habe ich leider keine Informationen zur Rollstuhgerechtigkeit.'],"['Das Gebäude 248 kann leider nicht erreicht werden, da es keine Informationen über eine Rollstuhlzugänglichkeit oder -beschreibung gibt. Es befindet sich auch nicht in der Nähe der KIT-Fakultät für Maschinenbau.']",0.7323835492134094,0.6936686038970947,0.7756754159927368,1.0,The output conveys the same meaning as the expected output by stating the absence of information about the accessibility of building 248 for wheelchair users.,1.0,True
Existiert eine Internetpräsenz?,"{'test_idx': 158, 'turn_idx': 1, 'type': 'multi_turn'}",['Zu diesem Gebäude kenne ich leider keine Webseite.'],"['Nein, es existiert keine Internetpräsenz für das Gebäude 248.']",0.728275716304779,0.7208472490310669,0.7358589172363281,1.0,"The output correctly conveys the information that there is no internet presence for the building, similar to the expected output.",1.0,True
Bis wann hat der Standort heute noch auf?,"{'test_idx': 158, 'turn_idx': 2, 'type': 'multi_turn'}",['Für dieses Gebäude kenne ich leider keine Öffnungszeiten.'],"['Da es keine Öffnungszeiten für das Gebäude 248 in den Dokumenten gibt, kann ich keine genaue Antwort geben.']",0.783523678779602,0.7327980399131775,0.8417941927909851,0.5,"The output conveys similar information to the expected output but adds extra details not present in the expected response. Both state that opening hours for the building are unknown, but the output includes specific reference to 'Gebäude 248', which was not in the expected output.",0.0,False
Können Sie mir die Adresse nennen?,"{'test_idx': 158, 'turn_idx': 3, 'type': 'multi_turn'}","['Das Gebäude hat die Adresse Neureuter Straße, Leopoldshafen, Eggenstein-Leopoldshafen, Landkreis Karlsruhe, Baden-Württemberg, 76344, Deutschland.']",['Die Adresse des Gebäudes 248 ist Neureuter Straße.'],0.7459214925765991,0.8120103478431702,0.6897808313369751,0.5,The output conveys the address information correctly but is missing additional details provided in the expected output.,0.0,False
Können Sie mir die Website des JKIP nennen?,"{'test_idx': 159, 'turn_idx': 0, 'type': 'multi_turn'}",['Ich habe die Webseite für dich in deinem Browser geöffnet.'],"['Das JKIP, das Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften, hat die Website https://www.jkip.kit.edu/.']",0.5924102067947388,0.5465254187583923,0.6467058658599854,0.0,The output provides the website of JKP instead of the expected response,0.0,False
Welche Route führt am besten zu diesem Institut?,"{'test_idx': 159, 'turn_idx': 1, 'type': 'multi_turn'}","['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.01246,8.41443.']","['Um zum Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP) zu gelangen, empfehle ich dir die folgende Route:\n\nVon der Innenstadt aus kannst du entweder durch die Kaiserstraße oder die Fritz-Haber-Weg folgen. Wenn du von der Kaiserstraße kommst, wende dich links in die Fritz-Haber-Weg ein und folge dieser Straße bis du das Gebäude ""Chemie-Turm I"" siehst. Wenn du von der Fritz-Haber-Weg kommst, wende dich rechts in die Kaiserstraße ein und folge dieser Straße bis du das Gebäude ""Chemie-Turm I"" siehst.\n\nDie genaue Adresse des JKIP ist Fritz-Haber-Weg 4, 76131 Karlsruhe.']",0.5787507891654968,0.5681533813476562,0.5897510051727295,0.5,The output provides a detailed route and address to the institute but does not include the Google Maps link as expected.,0.0,False
