input,metadata,expected_output,output,FScore,Precision,Recall,LLM_Judge,LLM_Judge_reason,assertions_passed_rate,assertion.LLMJudge_pass
['Wie lautet die Adresse von Gebäude 523?'],{'num_turns': 1},"['Das Gebäude hat die Adresse Campus Nord, Leopoldstraße, Kirchfeld, Neureut, Karlsruhe, Dettenheim, Baden-Württemberg, 76131, Deutschland.']","['Die Adresse von Gebäude 523 lautet Campus Nord, Leopoldstraße, 76131 Karlsruhe, Neureut.']",0.8348836898803711,0.8601075410842896,0.8110971450805664,1.0,"The output conveys the same address information as the expected output, though the order and formatting differ slightly.",1.0,True
['An welcher Stelle befindet sich Gebäude 239?'],{'num_turns': 1},"['Das Gebäude hat die Adresse Eggensteiner Straße, Leopoldshafen, Eggenstein-Leopoldshafen, Landkreis Karlsruhe, Baden-Württemberg, 76344, Deutschland.']",['Das Gebäude mit der Nummer 239 befindet sich in der Eggensteiner Straße im Stadtviertel Leopoldshafen. Es handelt sich um einen Parkplatz.'],0.7348180413246155,0.7351431846618652,0.7344930768013,0.5,"The output conveys the location of Gebäude 239 as Eggensteiner Straße in Leopoldshafen but adds extra information about it being a parking lot, which is not present in the expected output.",0.0,False
['Welche Adresse hat das wbk Institut für Produktionstechnik?'],{'num_turns': 1},"['Das Gebäude hat die Adresse wbk Institut für Produktionstechnik, 5, Gotthard-Franz-Straße, Oststadt Westlicher Teil, Oststadt, Karlsruhe, Baden-Württemberg, 76131, Deutschland.']",['Das wbk Institut für Produktionstechnik hat die Adresse Gotthard-Franz-Straße 5 in der Oststadt.'],0.8166176676750183,0.8686503171920776,0.7704663872718811,0.5,"The output conveys the correct address information (Gotthard-Franz-Straße 5, Oststadt) but lacks the full details provided in the expected output, such as the city (Karlsruhe), postal code (76131), and country (Deutschland).",0.0,False
['An welchem Standort ist Gebäude 30.33?'],{'num_turns': 1},"['Das Gebäude hat die Adresse MTI-Hörsaal, Fritz-Haber-Weg, Innenstadt-Ost Nordöstlicher Teil, Innenstadt-Ost, Karlsruhe, Baden-Württemberg, 76131, Deutschland.']",['Das Gebäude 30.33 befindet sich am Fritz-Haber-Weg.'],0.7241308689117432,0.7919586896896362,0.6670047640800476,0.5,"The output conveys the correct location (Fritz-Haber-Weg) but is missing additional details provided in the expected output, such as the full address.",0.0,False
['Wie ist die Adresse der KIT-Fakultät für Wirtschaftswissenschaften?'],{'num_turns': 1},"['Das Gebäude hat die Adresse Kollegiengebäude am Kronenplatz, 89-93, Kaiserstraße, Innenstadt-Ost Südwestlicher Teil, Innenstadt-Ost, Karlsruhe, Baden-Württemberg, 76133, Deutschland.']","['Die Adresse der KIT-Fakultät für Wirtschaftswissenschaften ist Kaiserstraße 89-93, 76133 Karlsruhe, Innenstadt-Ost.']",0.7860041856765747,0.7922616600990295,0.7798448801040649,1.0,"The output correctly conveys the address information from the expected output, including the street, building numbers, and city.",1.0,True
['An welcher Adresse ist das Institut für Technik der Informationsverarbeitung (ITIV) zu finden?'],{'num_turns': 1},"['Das Gebäude hat die Adresse 5, Engesserstraße, Innenstadt-Ost Nordöstlicher Teil, Innenstadt-Ost, Karlsruhe, Baden-Württemberg, 76131, Deutschland.']",['Das Institut für Technik der Informationsverarbeitung (ITIV) ist an der Adresse Engesserstraße 5 zu finden.'],0.689436137676239,0.7070716023445129,0.6726589202880859,0.5,The output conveys the correct address (Engesserstraße 5) but omits the postal code and some additional details present in the expected output.,0.0,False
['Wo liegt das Institutsgebäude Nachrichtentechnik?'],{'num_turns': 1},"['Das Gebäude hat die Adresse Institutsgebäude Nachrichtentechnik, 5, Engesserstraße, Innenstadt-Ost Nordöstlicher Teil, Innenstadt-Ost, Karlsruhe, Baden-Württemberg, 76131, Deutschland.']","['Das Institut für Nachrichtentechnik liegt in der Nordweststadt, Hertzstraße 16.']",0.709051787853241,0.740828812122345,0.6798886656761169,0.0,"The output provides a different address than the expected output, which is incorrect.",0.0,False
['An welcher Adresse ist das Institut für Volkswirtschaftslehre?'],{'num_turns': 1},"['Das Gebäude hat die Adresse 25, Waldhornstraße, Innenstadt-Ost Südwestlicher Teil, Innenstadt-Ost, Karlsruhe, Baden-Württemberg, 76131, Deutschland.']",['Das Institut für Volkswirtschaftslehre befindet sich an der Waldhornstraße 25 in der Innenstadt-Ost.'],0.7097901105880737,0.7207611203193665,0.6991479992866516,1.0,"The output conveys the same meaning as the expected output by providing the address of the Institute for Economics in Waldhornstraße 25, Innenstadt-Ost, Karlsruhe.",1.0,True
['An welchem Ort befindet sich Gebäude 30.90?'],{'num_turns': 1},"['Das Gebäude hat die Adresse 30.90, 8, Fritz-Haber-Weg, Innenstadt-Ost Nordöstlicher Teil, Innenstadt-Ost, Karlsruhe, Baden-Württemberg, 76131, Deutschland.']",['Das Gebäude 30.90 befindet sich an der Fritz-Haber-Weg 8 in der Innenstadt-Ost.'],0.780344545841217,0.8208631277084351,0.74363774061203,1.0,The output conveys the correct location information without excuses and matches the expected output in meaning.,1.0,True
['Wie ist die Anschrift von Gebäude 245?'],{'num_turns': 1},"['Das Gebäude hat die Adresse Neureuter Straße, Leopoldshafen, Eggenstein-Leopoldshafen, Landkreis Karlsruhe, Baden-Württemberg, 76344, Deutschland.']",['Das Gebäude mit der Nummer 245 befindet sich in der Neureuter Straße in Leopoldshafen.'],0.7846829891204834,0.8209958076477051,0.7514463663101196,1.0,The output conveys the correct information about the address of building 245 without unnecessary details.,1.0,True
