input,metadata,expected_output,output,FScore,Precision,Recall,LLM_Judge,LLM_Judge_reason,assertions_passed_rate,assertion.LLMJudge_pass
['Den Weg zu Gebäude 10.62 anzeigen'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.01055,8.41748.']","['Der Weg zu Gebäude 10.62 ist die Ernst-Gaber-Straße 1a. Sie befindet sich in der Innenstadt-Ost. Die genauen Koordinaten sind 49.01055° Nord, 8.41748° Ost.']",0.6296462416648865,0.6507807970046997,0.6098412275314331,0.0,"The output provides information about the location and coordinates of Gebäude 10.62, but it does not include the mandatory link to Google Maps as specified in the expected output.",0.0,False
['Wegbeschreibung zu Gebäude 808'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.10307,8.43500.']","['Um zum Gebäude 808 zu gelangen, folge bitte diesen Anweisungen:\n\n1. Gehe in Richtung Engelbert-Arnold-Straße 4.\n2. Das Gebäude befindet sich im Innenstadt-Ost-Viertel.\n\nBitte beachte, dass die genauen Anweisungen von deiner aktuellen Position abhängen. Wenn du möchtest, kann ich dir auch eine Anleitung geben, wie du dich zum Gebäude 808 navigieren kannst, wenn du mir deine aktuelle Position mitteilst.']",0.5889620780944824,0.6100424528121948,0.5692898631095886,0.0,The output provides a description of the location but does not include the required Google Maps link for navigation to Gebäude 808.,0.0,False
['Navigation zu Gebäude 09.21'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.01305,8.37527.']",['Das Gebäude 09.21 ist die Wirtschaftswissenschaftliche Fakultätsbibliothek. Sie befindet sich in der Blücherstraße 17 in der Weststadt.'],0.5529909729957581,0.6176497936248779,0.5005868673324585,0.0,The output provides information about the building but does not include the navigation link as required by the expected output.,0.0,False
['Route zum Institut für Angewandte Biowissenschaften'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.01569,8.41946.']","['Das Institut für Angewandte Biowissenschaften (IAB) befindet sich am Adenauerring 20a in der Oststadt. Die genauen Koordinaten sind 49.01569, 8.41946. Die Webseite des Instituts lautet http://www.iab.kit.edu.']",0.6802385449409485,0.6791800856590271,0.6813004016876221,0.0,"The output provides correct information about the location of the institute and its coordinates, but it does not include the Google Maps link as required by the expected output.",0.0,False
['Zeige den Weg zum Gebäude B621'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.09701,8.43633.']","['Um zum Gebäude B621 zu gelangen, folge bitte den folgenden Anweisungen:\n\nBleibe auf dem Campus Nord und gehe in Richtung Leopoldstraße. Das Gebäude B621 befindet sich in der Nähe des Campus Nord, daher solltest du nicht lange suchen müssen. Wenn du Schwierigkeiten hast, kannst du auch nachfragen, um genauer zu wissen, wo genau es sich befindet.']",0.5896056890487671,0.6224411725997925,0.5600609183311462,0.0,The output does not provide the Google Maps link as expected and instead gives vague directions without specific information.,0.0,False
['Navigation zum Elektrotechnischen Institut'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.01064,8.41281.']","['Das Elektrotechnische Institut (ETI) befindet sich in der Engelbert-Arnold-Straße 5 in der Innenstadt-Ost. Die genauen Koordinaten sind 49.01078, 8.41282. Die Webseite des Instituts ist http://www.eti.kit.edu. Leider gibt es keine Informationen über die Öffnungszeiten. Das Institut ist nicht rollstuhlgerecht.']",0.6553505063056946,0.6438640356063843,0.6672541499137878,0.0,The output provides additional information about the location and website of the Elektrotechnisches Institut but does not include the required link for navigation as specified in the expected output.,0.0,False
['Route zu Gebäude 693 anzeigen'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.10050,8.43593.']","['Das Gebäude 693 befindet sich auf dem Campus Nord in der Leopoldstraße. Die genauen Koordinaten sind 49.10050, 8.43593.']",0.6676768660545349,0.7253835797309875,0.6184751391410828,0.0,"The output provides information about the location of Gebäude 693, including the coordinates, but does not include the map link as expected.",0.0,False
['Wegbeschreibung zu Gebäude 20.13'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.01227,8.40707.']","['Das Gebäude 20.13 befindet sich im Schlossbezirk 13 in der Innenstadt-Ost. Die genauen Koordinaten sind 49.01227° Nord und 8.40707° Ost. Ich empfehle dir, dich vom Schlossplatz aus in Richtung Osten zu gehen, dann wirst du das Gebäude auf der rechten Seite sehen.']",0.6405608057975769,0.6543022394180298,0.6273846626281738,0.0,The output provides the location and coordinates of the building but does not include the Google Maps link as expected.,0.0,False
['Den Weg zu Gebäude 903 zeigen'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.10443,8.43258.']","['Ich kann dir den Weg zu Gebäude 903 zeigen. Die Koordinaten von Gebäude 903 sind 49.10443, 8.43258. Wenn du dich an der Universität Karlsruhe (KIT) befindest, kannst du dich an der Adresse folgendermaßen orientieren: Von der Kaiserstraße aus kannst du in Richtung Norden gehen und dann links in die Straße einbiegen, in der sich das Gebäude befindet.']",0.6559652090072632,0.6689931154251099,0.6434350609779358,0.5,"The output explains the location and provides general directions, but it does not include the direct link to Google Maps as required by the expected output.",0.0,False
['Navigation zum Institut für Mechanik'],{'num_turns': 1},"['Mit diesem Link kannst du dich zu dem Gebäude führen lassen: https://www.google.com/maps/dir/?api=1&destination=49.00958,8.41548.']","['Das Institut für Mechanik befindet sich am Otto-Ammann-Platz 9 in der Innenstadt-Ost. Die genaue Adresse ist Otto-Ammann-Platz 9, 76131 Karlsruhe. Die Webseite des Instituts ist http://www.ifm.kit.edu.']",0.6248790621757507,0.6292698979377747,0.6205490231513977,0.0,"The output provides the address and website of the Institute for Mechanics, but it does not include the Google Maps link to navigate to the location as specified in the expected output.",0.0,False
